candidate_name,candidate_role,dataset,snapshot_count,residual_energy_ratio_mean,residual_energy_ratio_median,residual_energy_ratio_p90,residual_energy_ratio_p95,residual_energy_ratio_max,mahalanobis_distance_mean,mahalanobis_distance_median,mahalanobis_distance_p90,mahalanobis_distance_p95,mahalanobis_distance_max,score_range_violation_rate,auto_audit_flag_rate
sqrt_static_pca_10_external_envelope,focus_candidate,fit_external,1248,0.07247491979507006,0.04333198709799989,0.1849658919375813,0.23864838972951435,0.36159653975094747,1.719652246081851,1.5463822279035904,2.627693096028055,3.11150634873384,3.1818747696439456,0.0,0.02564102564102564
sqrt_static_pca_10_external_envelope,focus_candidate,holdout_external,198,0.21454345128241312,0.13435195937583805,0.47401205699149024,0.529689606918924,0.6423832294830276,1.1791427942901684,1.070898510497948,1.8196210733080542,2.5803918876766403,3.9427335086533084,0.08080808080808081,0.3434343434343434
sqrt_static_pca_10_external_envelope,focus_candidate,no_external_reference,121,0.012927711525767606,0.0036893919890552437,0.020475688869909282,0.07734647430119902,0.12932302493387002,7.600911804064514,7.991349645168904,10.707607828844068,13.747847235418526,36.932925310991216,0.0,0.5041322314049587
sqrt_static_pca_12_external_envelope,higher_dimension_audit,fit_external,1248,0.04342845174737921,0.028377401198915513,0.10681299158493106,0.12842729352521348,0.24805665507155106,2.165876178701734,1.9106298542198894,3.190005131670639,3.730573371634579,6.320598440170418,0.0,0.026442307692307692
sqrt_static_pca_12_external_envelope,higher_dimension_audit,holdout_external,198,0.17719323950643295,0.12153991709155099,0.4341160096276879,0.46480442401655847,0.5235230347264723,2.054029827110284,1.4266703600153745,4.576462294097733,5.8475367713429085,8.026534581760652,0.08080808080808081,0.45454545454545453
sqrt_static_pca_12_external_envelope,higher_dimension_audit,no_external_reference,121,0.011892855358828008,0.0032927516995504814,0.01930747761345087,0.06983714555489343,0.1157196724073388,7.629078061453384,8.068018108566365,10.709159265257878,13.789477897335805,36.97104673751267,0.0,0.5041322314049587
sqrt_static_pca_15_external_envelope,extended_dimension_audit,fit_external,1248,0.012516448954703665,0.008428388631739352,0.0295476983212259,0.03845906987841528,0.07800384905293417,2.707757241526781,2.24600624561379,4.190659221333578,5.225499968443874,7.583386592281238,0.0,0.03125
sqrt_static_pca_15_external_envelope,extended_dimension_audit,holdout_external,198,0.14331149908950638,0.10876946564178636,0.3593266707125888,0.37487310914646477,0.4402975504733689,2.9604092947882825,2.043465603176026,5.662628881695199,7.653293844834229,10.92738073986531,0.08080808080808081,0.797979797979798
sqrt_static_pca_15_external_envelope,extended_dimension_audit,no_external_reference,121,0.005180823069285184,0.002127807302836853,0.013074877879121066,0.014387513760893082,0.018340113605819202,7.777362857742294,8.261216169395482,10.709699045019658,13.980176194905164,36.980880099329994,0.0,0.30578512396694213
raw_static_pca_10_external_envelope,numerical_reconstruction_baseline,fit_external,1248,0.011251792562425127,0.006802138521642709,0.026268416666649686,0.042980768727077415,0.0749904805445318,1.7829760316152856,1.4427185221780965,3.1865033799097806,4.262261486828143,6.660921527818049,0.0,0.020032051282051284
raw_static_pca_10_external_envelope,numerical_reconstruction_baseline,holdout_external,198,0.017607434426619814,0.012881031577021813,0.04581871251765067,0.055666561278580995,0.0699773632222503,2.469112773257051,1.6057444097264062,4.863648553248832,6.964499550470209,12.17331832378442,0.10606060606060606,0.17676767676767677
raw_static_pca_10_external_envelope,numerical_reconstruction_baseline,no_external_reference,121,0.0019134952472307327,0.00015199850024142254,0.0033758345235580627,0.01065350796364848,0.022435330632525573,6.686930920259527,7.346187089243733,11.067194641113824,13.559326309364321,36.984550878081635,0.0,0.30578512396694213
sqrt_sparse_temporal_lag_pca_10_external_envelope,temporal_audit_candidate,fit_external,1248,0.0725544390778688,0.04334869742359773,0.18518100515503524,0.23884364067691613,0.36150138265729703,1.717320141525409,1.545078079903786,2.62839516820399,3.1033808632904747,3.1771441100937907,0.0,0.02564102564102564
sqrt_sparse_temporal_lag_pca_10_external_envelope,temporal_audit_candidate,holdout_external,198,0.21469226973401997,0.13447834392279412,0.4737844045511042,0.5289393858314713,0.6437942433530458,1.17271854762962,1.0720301117463977,1.8133731588478286,2.5427938543571633,3.904715272338351,0.08080808080808081,0.3434343434343434
sqrt_sparse_temporal_lag_pca_10_external_envelope,temporal_audit_candidate,no_external_reference,121,0.013690875419880948,0.0037847500202278536,0.024605283564415263,0.07729403642968785,0.13020967998326366,7.609423707187943,7.988179775112534,10.706632759048903,13.605941727293201,36.934970841587976,0.0,0.5041322314049587
